Frequency_Hz,Magnitude_dBFS,Phase_rad
214.5,-9.704293057440525,-0.9814359623550627
215.0,-3.463717042951692,-0.8157031749443037
215.5,-11.596147941702089,-2.1001562706226395
216.0,-13.132617156756014,-2.1418020426678996
216.5,-19.684420829745257,0.5840509913034455
217.0,-14.633130105903776,-0.21094566872892775
217.5,-9.389250522196345,0.6200315533660539
218.0,-14.728438257678091,2.296099760591477
218.5,-21.023487269207322,2.405624124365348
219.0,-13.016774307184724,-0.24833811527072927
219.5,-16.482687486489546,2.5226364887812105
220.0,-16.516480091514033,-2.734791987651926
220.5,-13.503447657286182,0.28563134923279776
221.0,-18.320911090147238,-0.06588877019768097
221.5,-12.890859668150021,0.6114612147060525
222.0,-5.66852335315545,0.5064869756361363
222.5,-10.90535882380908,-2.8681826438809375
223.0,-12.116871995611433,0.7001094839536802
223.5,-11.541722627063798,0.48741326065990526
224.0,-12.97906281481647,-1.2986889170354883
224.5,-11.79738568685029,1.380867929320791
225.0,-10.039789965752934,-1.2072721523628305
225.5,-12.540690360426916,-3.035901012174079
226.0,-16.060300633617462,-2.3381596209068807
226.5,-8.951255464246508,1.1529327714926825
227.0,-10.73043134539625,1.6073262076036319
227.5,-12.509416267141587,1.6533843396861037
228.0,-7.885594954931627,-0.8397058297452921
228.5,-10.233690702995105,-0.9395486506738541
229.0,-11.995478231730374,1.6713714449412471
229.5,-10.610598934597327,2.452995683875078
230.0,-13.716976603215434,-1.4523452190984327
230.5,-11.709133876819164,0.054805552309723095
231.0,-9.027414783853285,2.0748611859548594
231.5,-12.861219353416892,-2.72805397899385
232.0,-24.945390645827942,-0.5504090770918155
232.5,-11.199445534839152,0.1385685862607238
233.0,-10.146606350907138,2.4408579067863787
233.5,-9.191717753473892,2.4533820521181955
234.0,-10.82975239189675,-0.45931708543554617
234.5,-11.598923638059311,-1.6100192032840364
235.0,-15.08908698240931,-0.4507575127609131
235.5,-11.21267286934193,0.022757591093985546
236.0,-6.04635911813903,-1.976124949891752
236.5,-17.940834003792105,1.6100418046750002
237.0,-6.187970956851404,0.8282052788985077
237.5,-8.304921255469317,-0.9174869325560583
238.0,-12.35523829287751,-0.5665436846311619
238.5,-25.525395307041183,0.7735825032551309
239.0,-10.037669163750405,0.8100777886900383
239.5,-10.76432082734868,0.9980531783980678
240.0,-11.250715612057833,-0.20431530056179045
240.5,-6.767133923082835,2.5048589093972495
241.0,-32.46652330260424,1.3140557342574142
241.5,-7.099490024204579,-1.2081717192988655
242.0,-7.107054510961545,-0.40768726874482386
242.5,-15.166494791243068,-2.0014332484074027
243.0,-7.576473668593526,-0.4036637501709051
243.5,-17.995321006778312,2.965373554753872
244.0,-22.41536294026286,2.7107415581916317
244.5,-25.09245905411868,-0.5140576271810976
245.0,-8.941998086537433,-2.7947337371438277
245.5,-11.480125354972436,2.4478298389236524
246.0,-14.772975464864654,-1.2227990157505306
246.5,-11.663541632756802,0.6041225619630392
247.0,-5.214812565131402,2.529545666554717
247.5,-19.760965947359658,-0.0647680903273917
248.0,-11.26611498454129,0.7710907500279628
248.5,-23.595637054802694,2.887966051323678
249.0,-8.82927669266751,3.0626367610856136
249.5,-11.832151179681878,0.2572513150315446
250.0,-6.432937160931674,2.0581216873294137
250.5,-9.69497504006972,-2.6117382018974102
251.0,-9.334776310560821,2.5822102309945447
251.5,-11.556987661219665,-2.846549548748765
252.0,-10.198324174019895,-2.631945146227011
252.5,-12.240357975982212,-1.7633154208034247
253.0,-18.596586184903543,1.6479576659435349
253.5,-19.84777844260569,1.2294684588207225
254.0,-14.39731323705056,1.3207494771760786
254.5,-10.530518475594368,-2.1573458533398564
255.0,-12.187225031777436,-3.059276926468383
255.5,-25.5187323857179,0.4514081617144241
256.0,-7.642679014684504,-1.7855239120775084
256.5,-9.95858196981823,-0.9897018490537366
257.0,-9.832383347460548,0.2635496775739179
257.5,-12.209532325835937,-1.8004501185745456
258.0,-16.667696873645276,1.6696636073071356
258.5,-7.444778468825795,-2.7493835514194362
259.0,-25.2586140987485,2.104935600125405
259.5,-18.4273630661577,-3.0174919402895277
260.0,-20.839358388826284,-2.6458830024046684
260.5,-16.417641516313036,2.845890356162241
261.0,-13.512930530538718,-0.7028291066002755
261.5,-11.64975400739461,2.2854478747843467
262.0,-12.015995417177766,0.25092901830559133
262.5,-5.704988345233729,-2.033272913018627
263.0,-8.443598314476198,-2.651705422724637
263.5,-8.880104088366563,-2.631960098974431
264.0,-15.533542429601548,0.1189939139781175
264.5,-7.41908188004623,-1.753998772200135
265.0,-11.845267298012978,2.982259292981612
265.5,-10.625088199811136,-0.7386333494500177
266.0,-6.843231052790654,-0.4104441344238221
266.5,-16.979886833164446,2.7537907730680384
267.0,-19.612056192301594,0.16473192227142028
267.5,-28.708472028844803,0.28928311205472074
268.0,-15.834432581126043,2.525735928899051
268.5,-14.47235455083996,1.4701692627177012
269.0,-9.48614869188318,1.3494651227323746
269.5,-7.211586519929901,0.26254004512106965
270.0,-11.13913458654819,1.0293978668892034
270.5,-10.750809904882267,0.47782569838612227
271.0,-8.734235975994073,-2.5688928597336247
271.5,-14.853088341641694,2.7913287872382746
272.0,-9.144254933949465,-0.05068081467446158
272.5,-10.225308935314004,0.5768903018778586
273.0,-12.395288660779142,1.036347339734902
273.5,-16.964257165673324,-1.2937838774580763
274.0,-20.786675746018233,0.39202900501685733
274.5,-13.23522349950905,2.8151622145395017
275.0,-18.859393860195517,-1.741085616284328
275.5,-10.875670778629125,1.8435326957628695
276.0,-23.195886704447656,-1.7401795415286105
276.5,-14.122570853711931,2.8111580103926403
277.0,-10.280687145631337,2.0405337786814184
277.5,-6.678298196300114,2.259798374919218
278.0,-15.255035916034396,2.737548310312593
278.5,-15.953065897494227,-0.274239096119848
279.0,-18.03478850721544,2.9570136716085544
279.5,-18.29409635929155,-0.004044062693735903
280.0,-12.001274575200036,-0.06331384124204095
280.5,-8.029176784960812,-0.9159725412664648
281.0,-4.645470333476267,1.8976181397963845
281.5,-15.239053902509008,-0.6204730502564824
282.0,-3.3409854265956627,1.7014929655507278
282.5,-11.336428483759807,0.030889821588570024
283.0,-14.35224564885958,-0.7059250468941624
283.5,-12.203605685485257,1.8074449624182174
284.0,-23.13664159585578,1.984883494495655
284.5,-8.841399517607194,-2.922986162083112
285.0,-19.466420192920737,2.3042710132463395
285.5,-8.250255384660118,0.4710126943036345
286.0,-15.442130068251135,0.9000512581821882
286.5,-19.514690427848585,-1.64549558531513
287.0,-19.26629181074761,-0.38498489394778396
287.5,-6.780309373448277,-0.07267522443361854
288.0,-13.106832897774412,1.4304129629946873
288.5,-22.466733445325,2.93759030689249
289.0,-18.910680432029135,2.369746745219712
289.5,-8.889764426763527,2.378855689184003
290.0,-15.036640556849871,2.3490096147558646
290.5,-15.751261962868224,-2.020981937476117
291.0,-8.129848858761232,0.6959357020118626
291.5,-12.773819704472233,-1.089819652728049
292.0,-12.400947465412553,-0.541924603317371
292.5,-11.230183188027524,2.2559744925258274
293.0,-8.566962049658,-1.3586793415084157
293.5,-7.4510501914657725,2.571054526392182
294.0,-10.513653587206074,2.294205669547333
294.5,-6.528504395393817,1.8738911048062696
295.0,-21.61399324061297,-2.0327679837669526
295.5,-9.40664385085087,-1.694324121740097
296.0,-23.854603600370226,-2.7536617735694278
296.5,-23.380235291677987,1.0221590267248566
297.0,-19.41025564701942,0.10046635641012806
297.5,-11.912187971931992,0.01744484420028502
298.0,-9.747492530763934,-1.3066348086088726
298.5,-7.327369143369959,0.15652941425086958
299.0,-5.473050036572349,-0.297660518107144
299.5,-12.357140597631338,1.3033432407717753
300.0,-9.229171531249913,-1.234117063431624
300.5,-15.576360346200113,-3.0876718507439174
301.0,-12.281313961163656,1.7330180074497232
301.5,-11.612298610585208,1.2680814072952733
302.0,-11.470601730822654,-1.5308173748441496
302.5,-14.029630658739586,0.5795417552350656
303.0,-9.470048087950687,0.4011002839556668
303.5,-14.426825401046413,-3.130583053244391
304.0,-17.53198983270004,1.0913713123475668
304.5,-12.623767860657782,2.19098211255168
305.0,-5.8010558279823865,-1.3860542296047338
305.5,-6.701147598069816,1.801462021421522
306.0,-11.067171017875095,1.4162565402673657
306.5,-5.494397827314219,-1.117026097392604
307.0,-8.223788036585136,0.07041829328016065
307.5,-37.07449614562298,2.450865418053625
308.0,-12.332700392310446,-1.8736948760352947
308.5,-9.637204349023378,2.633989242893847
309.0,-7.069750719004187,1.0779489876596933
309.5,-11.745271240729702,2.9595540956671185
310.0,-18.838000704209215,1.074289485703932
310.5,-25.509691610274643,-1.2706816868395745
311.0,-10.503732027754308,1.4372184251376923
311.5,-8.073454066729575,1.9384501971419206
