Frequency (Hz),Window1 Gain,Window2 Gain
21546.0,7.877577482615241e-73,7.877577482615241e-73
21546.5,9.292988792903419e-73,9.292988792903419e-73
21547.0,1.0961813623392716e-72,1.0961813623392716e-72
21547.5,1.292926046652947e-72,1.292926046652947e-72
21548.0,1.5248573799008917e-72,1.5248573799008917e-72
21548.5,1.7982457302694706e-72,1.7982457302694706e-72
21549.0,2.1204748219126677e-72,2.1204748219126677e-72
21549.5,2.50023869866728e-72,2.50023869866728e-72
21550.0,2.9477734041611753e-72,2.9477734041611753e-72
21550.5,3.4751294745809954e-72,3.4751294745809954e-72
21551.0,4.0964924068567447e-72,4.0964924068567447e-72
21551.5,4.828559517384165e-72,4.828559517384165e-72
21552.0,5.690983076899763e-72,5.690983076899763e-72
21552.5,6.706891333603231e-72,6.706891333603231e-72
21553.0,7.903501063478944e-72,7.903501063478944e-72
21553.5,9.312837666055528e-72,9.312837666055528e-72
21554.0,1.097258161661188e-71,1.097258161661188e-71
21554.5,1.2927063363665325e-71,1.2927063363665325e-71
21555.0,1.5228432607389016e-71,1.5228432607389016e-71
21555.5,1.7938032408773422e-71,1.7938032408773422e-71
21556.0,2.112801387623516e-71,2.112801387623516e-71
21556.5,2.488323339111443e-71,2.488323339111443e-71
21557.0,2.9303481624598443e-71,2.9303481624598443e-71
21557.5,3.4506102151697373e-71,3.4506102151697373e-71
21558.0,4.06290675005799e-71,4.06290675005799e-71
21558.5,4.7834592242873725e-71,4.7834592242873725e-71
21559.0,5.6313376531043795e-71,5.6313376531043795e-71
21559.5,6.628958967284807e-71,6.628958967284807e-71
21560.0,7.802672230987078e-71,7.802672230987078e-71
21560.5,9.183445801770318e-71,9.183445801770318e-71
21561.0,1.0807674123174383e-70,1.0807674123174383e-70
21561.5,1.2718124898367348e-70,1.2718124898367348e-70
21562.0,1.496505097806906e-70,1.496505097806906e-70
21562.5,1.760749549759466e-70,1.760749549759466e-70
21563.0,2.071482372218299e-70,2.071482372218299e-70
21563.5,2.4368520830575794e-70,2.4368520830575794e-70
21564.0,2.866430162908059e-70,2.866430162908059e-70
21564.5,3.371458611170502e-70,3.371458611170502e-70
21565.0,3.965140406497862e-70,3.965140406497862e-70
21565.5,4.662980279124774e-70,4.662980279124774e-70
21566.0,5.483184476339933e-70,5.483184476339933e-70
21566.5,6.447129694552863e-70,6.447129694552863e-70
21567.0,7.579913099031127e-70,7.579913099031127e-70
21567.5,8.910997399040292e-70,8.910997399040292e-70
21568.0,1.0474967342779849e-69,1.0474967342779849e-69
21568.5,1.231241680279336e-69,1.231241680279336e-69
21569.0,1.447098890814726e-69,1.447098890814726e-69
21569.5,1.7006595526220876e-69,1.7006595526220876e-69
21570.0,1.998484689974371e-69,1.998484689974371e-69
21570.5,2.3482727515341974e-69,2.3482727515341974e-69
21571.0,2.759056044866733e-69,2.759056044866733e-69
21571.5,3.241430965067214e-69,3.241430965067214e-69
21572.0,3.8078278087961865e-69,3.8078278087961865e-69
21572.5,4.472826953581744e-69,4.472826953581744e-69
21573.0,5.253529338884752e-69,5.253529338884752e-69
21573.5,6.169990538607115e-69,6.169990538607115e-69
21574.0,7.245729297705238e-69,7.245729297705238e-69
21574.5,8.508323257227856e-69,8.508323257227856e-69
21575.0,9.990106757846058e-69,9.990106757846058e-69
21575.5,1.1728988144839718e-68,1.1728988144839718e-68
21576.0,1.3769406959562927e-68,1.3769406959562927e-68
21576.5,1.6163454866011713e-68,1.6163454866011713e-68
21577.0,1.8972188210892306e-68,1.8972188210892306e-68
21577.5,2.226716485029464e-68,2.226716485029464e-68
21578.0,2.6132243411114705e-68,2.6132243411114705e-68
21578.5,3.06656896254734e-68,3.06656896254734e-68
21579.0,3.5982641938849528e-68,3.5982641938849528e-68
21579.5,4.221799743123385e-68,4.221799743123385e-68
21580.0,4.952978941965525e-68,4.952978941965525e-68
21580.5,5.810314018040324e-68,5.810314018040324e-68
21581.0,6.815488633226749e-68,6.815488633226749e-68
21581.5,7.993899089928112e-68,7.993899089928112e-68
21582.0,9.375287532073244e-68,9.375287532073244e-68
21582.5,1.0994482716227762e-67,1.0994482716227762e-67
21583.0,1.2892266554655942e-67,1.2892266554655942e-67
21583.5,1.5116387699756328e-67,1.5116387699756328e-67
21584.0,1.772274702175198e-67,1.772274702175198e-67
21584.5,2.0776784014936566e-67,2.0776784014936566e-67
21585.0,2.4355098052549727e-67,2.4355098052549727e-67
21585.5,2.8547344113586508e-67,2.8547344113586508e-67
21586.0,3.345844926309036e-67,3.345844926309036e-67
21586.5,3.921120394002737e-67,3.921120394002737e-67
21587.0,4.5949291179396934e-67,4.5949291179396934e-67
21587.5,5.384082748430588e-67,5.384082748430588e-67
21588.0,6.308250142182684e-67,6.308250142182684e-67
21588.5,7.390441043787983e-67,7.390441043787983e-67
21589.0,8.657571321411985e-67,8.657571321411985e-67
21589.5,1.0141123452382096e-66,1.0141123452382096e-66
21590.0,1.1877918245004353e-66,1.1877918245004353e-66
21590.5,1.3911016455108065e-66,1.3911016455108065e-66
21591.0,1.6290772072806598e-66,1.6290772072806598e-66
21591.5,1.9076062690525736e-66,1.9076062690525736e-66
21592.0,2.2335726603401853e-66,2.2335726603401853e-66
21592.5,2.615024123775927e-66,2.615024123775927e-66
21593.0,3.061368326915053e-66,3.061368326915053e-66
21593.5,3.5836017514191914e-66,3.5836017514191914e-66
21594.0,4.194576951829089e-66,4.194576951829089e-66
21594.5,4.909314589856821e-66,4.909314589856821e-66
21595.0,5.745367715230481e-66,5.745367715230481e-66
21595.5,6.72324700558688e-66,6.72324700558688e-66
21596.0,7.866917124802781e-66,7.866917124802781e-66
21596.5,9.20437604535048e-66,9.20437604535048e-66
21597.0,1.0768331145142132e-65,1.0768331145142132e-65
21597.5,1.2596988178788849e-65,1.2596988178788849e-65
21598.0,1.4734971890610715e-65,1.4734971890610715e-65
21598.5,1.7234400144227547e-65,1.7234400144227547e-65
21599.0,2.0156137063461814e-65,2.0156137063461814e-65
21599.5,2.3571254895688954e-65,2.3571254895688954e-65
21600.0,2.756273921958777e-65,2.756273921958777e-65
21600.5,3.222747783835461e-65,3.222747783835461e-65
21601.0,3.767858035930129e-65,3.767858035930129e-65
21601.5,4.4048083215472814e-65,4.4048083215472814e-65
21602.0,5.149010391372119e-65,5.149010391372119e-65
21602.5,6.01845188049507e-65,6.01845188049507e-65
21603.0,7.034125090851117e-65,7.034125090851117e-65
21603.5,8.220526856562015e-65,8.220526856562015e-65
21604.0,9.606241227417705e-65,9.606241227417705e-65
21604.5,1.1224618635018942e-64,1.1224618635018942e-64
21605.0,1.311456745122803e-64,1.311456745122803e-64
21605.5,1.532147646101949e-64,1.532147646101949e-64
21606.0,1.78982898114186e-64,1.78982898114186e-64
21606.5,2.09067595345209e-64,2.09067595345209e-64
21607.0,2.4418904856413735e-64,2.4418904856413735e-64
21607.5,2.8518712289058783e-64,2.8518712289058783e-64
21608.0,3.330411606800749e-64,3.330411606800749e-64
21608.5,3.888930497193239e-64,3.888930497193239e-64
21609.0,4.5407409087639436e-64,4.5407409087639436e-64
21609.5,5.3013628837618735e-64,5.3013628837618735e-64
21610.0,6.188887876485139e-64,6.188887876485139e-64
21610.5,7.224403040246058e-64,7.224403040246058e-64
21611.0,8.432485231172263e-64,8.432485231172263e-64
21611.5,9.841776136222621e-64,9.841776136222621e-64
21612.0,1.1485651791388071e-63,1.1485651791388071e-63
21612.5,1.340300191615776e-63,1.340300191615776e-63
21613.0,1.5639137000653995e-63,1.5639137000653995e-63
21613.5,1.8246843998921517e-63,1.8246843998921517e-63
21614.0,2.1287614871312794e-63,2.1287614871312794e-63
21614.5,2.483307615688505e-63,2.483307615688505e-63
21615.0,2.896665233162498e-63,2.896665233162498e-63
21615.5,3.378550102270288e-63,3.378550102270288e-63
21616.0,3.9402764321804415e-63,3.9402764321804415e-63
21616.5,4.595018760999821e-63,4.595018760999821e-63
21617.0,5.358116563274427e-63,5.358116563274427e-63
21617.5,6.247428523234845e-63,6.247428523234845e-63
21618.0,7.283744537189859e-63,7.283744537189859e-63
21618.5,8.491264811952204e-63,8.491264811952204e-63
21619.0,9.898156939457397e-63,9.898156939457397e-63
21619.5,1.1537203584418522e-62,1.1537203584418522e-62
21620.0,1.344655546093597e-62,1.344655546093597e-62
21620.5,1.5670606640647519e-62,1.5670606640647519e-62
21621.0,1.8261011981644669e-62,1.8261011981644669e-62
21621.5,2.1277869654745636e-62,2.1277869654745636e-62
21622.0,2.4791095442199817e-62,2.4791095442199817e-62
21622.5,2.88820197751106e-62,2.88820197751106e-62
21623.0,3.3645243454345083e-62,3.3645243454345083e-62
21623.5,3.919079377510243e-62,3.919079377510243e-62
21624.0,4.564662947451368e-62,4.564662947451368e-62
21624.5,5.316155069190037e-62,5.316155069190037e-62
21625.0,6.190857914296805e-62,6.190857914296805e-62
21625.5,7.208888415979302e-62,7.208888415979302e-62
21626.0,8.393634236660818e-62,8.393634236660818e-62
21626.5,9.772283281218841e-62,9.772283281218841e-62
21627.0,1.1376438566961396e-61,1.1376438566961396e-61
21627.5,1.3242832149897187e-61,1.3242832149897187e-61
21628.0,1.54141539959275e-61,1.54141539959275e-61
21628.5,1.794001422290458e-61,1.794001422290458e-61
21629.0,2.0878060080209613e-61,2.0878060080209613e-61
21629.5,2.429527244042952e-61,2.429527244042952e-61
21630.0,2.826947052680207e-61,2.826947052680207e-61
21630.5,3.2891058175812077e-61,3.2891058175812077e-61
21631.0,3.8265050235745814e-61,3.8265050235745814e-61
21631.5,4.4513423843627905e-61,4.4513423843627905e-61
21632.0,5.1777846437387156e-61,5.1777846437387156e-61
21632.5,6.022284060070222e-61,6.022284060070222e-61
21633.0,7.00394553821748e-61,7.00394553821748e-61
21633.5,8.144952478369146e-61,8.144952478369146e-61
21634.0,9.471060691231378e-61,9.471060691231378e-61
21634.5,1.101217121107232e-60,1.101217121107232e-60
21635.0,1.2802994554058187e-60,1.2802994554058187e-60
21635.5,1.4883820955870324e-60,1.4883820955870324e-60
21636.0,1.7301413422228724e-60,1.7301413422228724e-60
21636.5,2.0110043087820723e-60,2.0110043087820723e-60
21637.0,2.3372689459979505e-60,2.3372689459979505e-60
21637.5,2.716243168898891e-60,2.716243168898891e-60
21638.0,3.156406113297436e-60,3.156406113297436e-60
21638.5,3.667595025965079e-60,3.667595025965079e-60
21639.0,4.2612218451246763e-60,4.2612218451246763e-60
21639.5,4.95052416697237e-60,4.95052416697237e-60
21640.0,5.750856033245053e-60,5.750856033245053e-60
21640.5,6.680024830024964e-60,6.680024830024964e-60
21641.0,7.758681577079624e-60,7.758681577079624e-60
21641.5,9.010773030975644e-60,9.010773030975644e-60
21642.0,1.0464065348084064e-59,1.0464065348084064e-59
21642.5,1.2150750583277207e-59,1.2150750583277207e-59
21643.0,1.4108149068801636e-59,1.4108149068801636e-59
21643.5,1.637952276262105e-59,1.637952276262105e-59
21644.0,1.9015017019433661e-59,1.9015017019433661e-59
21644.5,2.2072750970062562e-59,2.2072750970062562e-59
21645.0,2.5620079853279393e-59,2.5620079853279393e-59
21645.5,2.973505629435401e-59,2.973505629435401e-59
21646.0,3.450812174298118e-59,3.450812174298118e-59
21646.5,4.004406415778695e-59,4.004406415778695e-59
21647.0,4.646428365682653e-59,4.646428365682653e-59
21647.5,5.390941436076065e-59,5.390941436076065e-59
21648.0,6.254235817281812e-59,6.254235817281812e-59
21648.5,7.255179492354432e-59,7.255179492354432e-59
21649.0,8.415624333858918e-59,8.415624333858918e-59
21649.5,9.76087588724309e-59,9.76087588724309e-59
21650.0,1.1320236782944608e-58,1.1320236782944608e-58
21650.5,1.3127635264276774e-58,1.3127635264276774e-58
21651.0,1.5222352101983663e-58,1.5222352101983663e-58
21651.5,1.764986122591376e-58,1.764986122591376e-58
21652.0,2.046280178195848e-58,2.046280178195848e-58
21652.5,2.3722102067138463e-58,2.3722102067138463e-58
21653.0,2.749827896389441e-58,2.749827896389441e-58
21653.5,3.187294015124564e-58,3.187294015124564e-58
21654.0,3.694052059049098e-58,3.694052059049098e-58
21654.5,4.281028965292285e-58,4.281028965292285e-58
21655.0,4.960867087615013e-58,4.960867087615013e-58
21655.5,5.748192281888664e-58,5.748192281888664e-58
21656.0,6.659923696370224e-58,6.659923696370224e-58
21656.5,7.715631724558295e-58,7.715631724558295e-58
21657.0,8.937951573685479e-58,8.937951573685479e-58
21657.5,1.035306104983721e-57,1.035306104983721e-57
21658.0,1.1991232484590661e-57,1.1991232484590661e-57
21658.5,1.3887470254774723e-57,1.3887470254774723e-57
21659.0,1.6082247107396595e-57,1.6082247107396595e-57
21659.5,1.8622354531571252e-57,1.8622354531571252e-57
21660.0,2.156188475941907e-57,2.156188475941907e-57
21660.5,2.4963364675605012e-57,2.4963364675605012e-57
21661.0,2.889906502485512e-57,2.889906502485512e-57
21661.5,3.34525118909824e-57,3.34525118909824e-57
21662.0,3.872023155177283e-57,3.872023155177283e-57
21662.5,4.481376457446829e-57,4.481376457446829e-57
21663.0,5.186199050203591e-57,5.186199050203591e-57
21663.5,6.001381080078389e-57,6.001381080078389e-57
21664.0,6.944124502175693e-57,6.944124502175693e-57
21664.5,8.034300351706055e-57,8.034300351706055e-57
21665.0,9.294860971550819e-57,9.294860971550819e-57
21665.5,1.0752315609221794e-56,1.0752315609221794e-56
21666.0,1.243727907857943e-56,1.243727907857943e-56
21666.5,1.438510465793183e-56,1.438510465793183e-56
21667.0,1.6636614096108608e-56,1.6636614096108608e-56
21667.5,1.9238939555470783e-56,1.9238939555470783e-56
21668.0,2.2246494574425892e-56,2.2246494574425892e-56
21668.5,2.572209372642415e-56,2.572209372642415e-56
21669.0,2.9738243638934033e-56,2.9738243638934033e-56
21669.5,3.437863147349469e-56,3.437863147349469e-56
21670.0,3.9739840924402604e-56,3.9739840924402604e-56
21670.5,4.593333034686178e-56,4.593333034686178e-56
21671.0,5.308771286506578e-56,5.308771286506578e-56
21671.5,6.135138433964369e-56,6.135138433964369e-56
21672.0,7.089555201053051e-56,7.089555201053051e-56
21672.5,8.19177246115535e-56,8.19177246115535e-56
21673.0,9.464573393309236e-56,9.464573393309236e-56
21673.5,1.0934236836861018e-55,1.0934236836861018e-55
21674.0,1.2631071112583691e-55,1.2631071112583691e-55
21674.5,1.4590028975080485e-55,1.4590028975080485e-55
21675.0,1.6851415967500746e-55,1.6851415967500746e-55
21675.5,1.9461706296499904e-55,1.9461706296499904e-55
21676.0,2.2474482468892332e-55,2.2474482468892332e-55
21676.5,2.5951517372777546e-55,2.5951517372777546e-55
21677.0,2.996402029240911e-55,2.996402029240911e-55
21677.5,3.459407157202906e-55,3.459407157202906e-55
21678.0,3.9936274351760736e-55,3.9936274351760736e-55
21678.5,4.6099656059964636e-55,4.6099656059964636e-55
21679.0,5.320985724351671e-55,5.320985724351671e-55
21679.5,6.1411650944535295e-55,6.1411650944535295e-55
21680.0,7.087184229751645e-55,7.087184229751645e-55
21680.5,8.178260544884804e-55,8.178260544884804e-55
21681.0,9.436532343389442e-55,9.436532343389442e-55
21681.5,1.0887500644881987e-54,1.0887500644881987e-54
21682.0,1.2560537521286967e-54,1.2560537521286967e-54
21682.5,1.448947090470395e-54,1.448947090470395e-54
21683.0,1.6713257314427626e-54,1.6713257314427626e-54
21683.5,1.927675565574343e-54,1.927675565574343e-54
21684.0,2.22316172009476e-54,2.22316172009476e-54
21684.5,2.5637309110804932e-54,2.5637309110804932e-54
21685.0,2.9562291435123623e-54,2.9562291435123623e-54
21685.5,3.408537049323579e-54,3.408537049323579e-54
21686.0,3.9297254935122493e-54,3.9297254935122493e-54
21686.5,4.5302344686090086e-54,4.5302344686090086e-54
21687.0,5.222078745605263e-54,5.222078745605263e-54
21687.5,6.019084263326294e-54,6.019084263326294e-54
21688.0,6.937159827862751e-54,6.937159827862751e-54
21688.5,7.994609370171296e-54,7.994609370171296e-54
21689.0,9.21249078604495e-54,9.21249078604495e-54
21689.5,1.0615028272927674e-53,1.0615028272927674e-53
21690.0,1.2230086099212707e-53,1.2230086099212707e-53
21690.5,1.408971291287234e-53,1.408971291287234e-53
21691.0,1.623076703944061e-53,1.623076703944061e-53
21691.5,1.8695634759636845e-53,1.8695634759636845e-53
21692.0,2.1533055323037233e-53,2.1533055323037233e-53
21692.5,2.479906847913425e-53,2.479906847913425e-53
21693.0,2.855810262857509e-53,2.855810262857509e-53
21693.5,3.288422435856351e-53,3.288422435856351e-53
21694.0,3.7862573176777147e-53,3.7862573176777147e-53
21694.5,4.359100875433306e-53,4.359100875433306e-53
21695.0,5.018200199511796e-53,5.018200199511796e-53
21695.5,5.776480584039944e-53,5.776480584039944e-53
21696.0,6.648794697892024e-53,6.648794697892024e-53
21696.5,7.65220856608473e-53,7.65220856608473e-53
21697.0,8.806329772015026e-53,8.806329772015026e-53
21697.5,1.013368408215032e-52,1.013368408215032e-52
21698.0,1.1660147601009437e-52,1.1660147601009437e-52
21698.5,1.3415442602246397e-52,1.3415442602246397e-52
21699.0,1.5433706370396043e-52,1.5433706370396043e-52
21699.5,1.7754143749165623e-52,1.7754143749165623e-52
21700.0,2.0421775650976386e-52,2.0421775650976386e-52
21700.5,2.3488297567255125e-52,2.3488297567255125e-52
21701.0,2.701306416236825e-52,2.701306416236825e-52
21701.5,3.1064218373306287e-52,3.1064218373306287e-52
21702.0,3.571998611490216e-52,3.571998611490216e-52
21702.5,4.107016075517997e-52,4.107016075517997e-52
21703.0,4.721780503308086e-52,4.721780503308086e-52
21703.5,5.428120210491618e-52,5.428120210491618e-52
21704.0,6.239609199922347e-52,6.239609199922347e-52
21704.5,7.171823501533727e-52,7.171823501533727e-52
21705.0,8.242634961396052e-52,8.242634961396052e-52
21705.5,9.472547922683247e-52,9.472547922683247e-52
21706.0,1.0885085028131249e-51,1.0885085028131249e-51
21706.5,1.2507229273591533e-51,1.2507229273591533e-51
21707.0,1.4369930471649797e-51,1.4369930471649797e-51
21707.5,1.6508685461467124e-51,1.6508685461467124e-51
21708.0,1.896420274713152e-51,1.896420274713152e-51
21708.5,2.178316378598614e-51,2.178316378598614e-51
21709.0,2.5019094908174974e-51,2.5019094908174974e-51
21709.5,2.873336586044543e-51,2.873336586044543e-51
21710.0,3.299633326698248e-51,3.299633326698248e-51
21710.5,3.78886499286898e-51,3.78886499286898e-51
21711.0,4.350276388669106e-51,4.350276388669106e-51
21711.5,4.9944634609260233e-51,4.9944634609260233e-51
21712.0,5.733569758492191e-51,5.733569758492191e-51
21712.5,6.581511308757207e-51,6.581511308757207e-51
21713.0,7.554234000160916e-51,7.554234000160916e-51
21713.5,8.670008144680625e-51,8.670008144680625e-51
21714.0,9.94976556272704e-51,9.94976556272704e-51
21714.5,1.1417485296437532e-50,1.1417485296437532e-50
21715.0,1.310063492943473e-50,1.310063492943473e-50
21715.5,1.503067548708787e-50,1.503067548708787e-50
21716.0,1.7243639028641704e-50,1.7243639028641704e-50
21716.5,1.9780789341264073e-50,1.9780789341264073e-50
21717.0,2.268937762881679e-50,2.268937762881679e-50
21717.5,2.6023506780973937e-50,2.6023506780973937e-50
21718.0,2.984511974075191e-50,2.984511974075191e-50
21718.5,3.422512969433212e-50,3.422512969433212e-50
21719.0,3.9244712324688122e-50,3.9244712324688122e-50
