Frequency (Hz),Window1 Gain,Window2 Gain
21295.0,2.2937384106122445e-113,2.2937384106122445e-113
21295.5,2.8199592556945763e-113,2.8199592556945763e-113
21296.0,3.466618497945983e-113,3.466618497945983e-113
21296.5,4.261215884104387e-113,4.261215884104387e-113
21297.0,5.237515181789073e-113,5.237515181789073e-113
21297.5,6.436967597196118e-113,6.436967597196118e-113
21298.0,7.910457863834943e-113,7.910457863834943e-113
21298.5,9.720445969856628e-113,9.720445969856628e-113
21299.0,1.1943593951745765e-112,1.1943593951745765e-112
21299.5,1.4673987346341537e-112,1.4673987346341537e-112
21300.0,1.8027085592803251e-112,1.8027085592803251e-112
21300.5,2.21445659287903e-112,2.21445659287903e-112
21301.0,2.720026237617272e-112,2.720026237617272e-112
21301.5,3.3407446784966296e-112,3.3407446784966296e-112
21302.0,4.102775446452971e-112,4.102775446452971e-112
21302.5,5.038212495994015e-112,5.038212495994015e-112
21303.0,6.186421181983319e-112,6.186421181983319e-112
21303.5,7.595681716441733e-112,7.595681716441733e-112
21304.0,9.325203167505095e-112,9.325203167505095e-112
21304.5,1.1447591339798901e-111,1.1447591339798901e-111
21305.0,1.4051872573180903e-111,1.4051872573180903e-111
21305.5,1.7247198379006055e-111,1.7247198379006055e-111
21306.0,2.1167383833944056e-111,2.1167383833944056e-111
21306.5,2.597646691309661e-111,2.597646691309661e-111
21307.0,3.187551786308465e-111,3.187551786308465e-111
21307.5,3.911097899895852e-111,3.911097899895852e-111
21308.0,4.798487804284907e-111,4.798487804284907e-111
21308.5,5.886733485765834e-111,5.886733485765834e-111
21309.0,7.221187528278796e-111,7.221187528278796e-111
21309.5,8.85741805601774e-111,8.85741805601774e-111
21310.0,1.0863504120246621e-110,1.0863504120246621e-110
21310.5,1.3322845578817407e-110,1.3322845578817407e-110
21311.0,1.6337602502022573e-110,1.6337602502022573e-110
21311.5,2.003290479423141e-110,2.003290479423141e-110
21312.0,2.4562004084239625e-110,2.4562004084239625e-110
21312.5,3.011257827490326e-110,3.011257827490326e-110
21313.0,3.691444600143986e-110,3.691444600143986e-110
21313.5,4.524900551680392e-110,4.524900551680392e-110
21314.0,5.546078250881518e-110,5.546078250881518e-110
21314.5,6.797155687399301e-110,6.797155687399301e-110
21315.0,8.329764296649273e-110,8.329764296649273e-110
21315.5,1.0207102550591306e-109,1.0207102550591306e-109
21316.0,1.2506520929021756e-109,1.2506520929021756e-109
21316.5,1.5322683137604516e-109,1.5322683137604516e-109
21317.0,1.877143170939798e-109,1.877143170939798e-109
21317.5,2.2994514547976407e-109,2.2994514547976407e-109
21318.0,2.8165363679620947e-109,2.8165363679620947e-109
21318.5,3.4496159867108084e-109,3.4496159867108084e-109
21319.0,4.2246468491399723e-109,4.2246468491399723e-109
21319.5,5.1733795295634905e-109,5.1733795295634905e-109
21320.0,6.334648772805637e-109,6.334648772805637e-109
21320.5,7.755950179051343e-109,7.755950179051343e-109
21321.0,9.495366924597837e-109,9.495366924597837e-109
21321.5,1.1623924033432747e-108,1.1623924033432747e-108
21322.0,1.4228464836635664e-108,1.4228464836635664e-108
21322.5,1.741516515107253e-108,1.741516515107253e-108
21323.0,2.1313826204756166e-108,2.1313826204756166e-108
21323.5,2.6083118444313258e-108,2.6083118444313258e-108
21324.0,3.191698631237719e-108,3.191698631237719e-108
21324.5,3.90524703814782e-108,3.90524703814782e-108
21325.0,4.77792597068097e-108,4.77792597068097e-108
21325.5,5.845135614453731e-108,5.845135614453731e-108
21326.0,7.150131639416471e-108,7.150131639416471e-108
21326.5,8.745763997671623e-108,8.745763997671623e-108
21327.0,1.0696599629241767e-107,1.0696599629241767e-107
21327.5,1.308151362316679e-107,1.308151362316679e-107
21328.0,1.599685195341657e-107,1.599685195341657e-107
21328.5,1.9560291550351653e-107,1.9560291550351653e-107
21329.0,2.391555106811779e-107,2.391555106811779e-107
21329.5,2.923813934942057e-107,2.923813934942057e-107
21330.0,3.574236959070197e-107,3.574236959070197e-107
21330.5,4.368991717896174e-107,4.368991717896174e-107
21331.0,5.340026006230895e-107,5.340026006230895e-107
21331.5,6.526341471101263e-107,6.526341471101263e-107
21332.0,7.975547112367495e-107,7.975547112367495e-107
21332.5,9.745754046334326e-107,9.745754046334326e-107
21333.0,1.190788630670415e-106,1.190788630670415e-106
21333.5,1.4548498798826034e-106,1.4548498798826034e-106
21334.0,1.7773213426910555e-106,1.7773213426910555e-106
21334.5,2.171090865415121e-106,2.171090865415121e-106
21335.0,2.651882727487561e-106,2.651882727487561e-106
21335.5,3.2388803122555892e-106,3.2388803122555892e-106
21336.0,3.9554851202717186e-106,3.9554851202717186e-106
21336.5,4.830241902257838e-106,4.830241902257838e-106
21337.0,5.897966175398458e-106,5.897966175398458e-106
21337.5,7.201118282370764e-106,7.201118282370764e-106
21338.0,8.791477762947274e-106,8.791477762947274e-106
21338.5,1.0732183504475927e-105,1.0732183504475927e-105
21339.0,1.310021937168972e-105,1.310021937168972e-105
21339.5,1.598944233720595e-105,1.598944233720595e-105
21340.0,1.9514271209424285e-105,1.9514271209424285e-105
21340.5,2.381417969590638e-105,2.381417969590638e-105
21341.0,2.9059168734423632e-105,2.9059168734423632e-105
21341.5,3.545643096992536e-105,3.545643096992536e-105
21342.0,4.3258466411312526e-105,4.3258466411312526e-105
21342.5,5.277296443859881e-105,5.277296443859881e-105
21343.0,6.4374835601314775e-105,6.4374835601314775e-105
21343.5,7.852085966874719e-105,7.852085966874719e-105
21344.0,9.576751733960508e-105,9.576751733960508e-105
21344.5,1.1679269575420984e-104,1.1679269575420984e-104
21345.0,1.424221071664584e-104,1.424221071664584e-104
21345.5,1.7366144152288548e-104,1.7366144152288548e-104
21346.0,2.1173549418225164e-104,2.1173549418225164e-104
21346.5,2.5813577799478807e-104,2.5813577799478807e-104
21347.0,3.1467845465190844e-104,3.1467845465190844e-104
21347.5,3.835748160070273e-104,3.835748160070273e-104
21348.0,4.675170270033741e-104,4.675170270033741e-104
21348.5,5.697824261934159e-104,5.697824261934159e-104
21349.0,6.943603897740153e-104,6.943603897740153e-104
21349.5,8.461066275114524e-104,8.461066275114524e-104
21350.0,1.0309308265674331e-103,1.0309308265674331e-103
21350.5,1.2560248317155062e-103,1.2560248317155062e-103
21351.0,1.5301400958859882e-103,1.5301400958859882e-103
21351.5,1.8639250117938593e-103,1.8639250117938593e-103
21352.0,2.2703350144479227e-103,2.2703350144479227e-103
21352.5,2.7651311115856387e-103,2.7651311115856387e-103
21353.0,3.367485858816501e-103,3.367485858816501e-103
21353.5,4.100719875016653e-103,4.100719875016653e-103
21354.0,4.99319694474705e-103,4.99319694474705e-103
21354.5,6.079411764306014e-103,6.079411764306014e-103
21355.0,7.40131168218868e-103,7.40131168218868e-103
21355.5,9.009902636943544e-103,9.009902636943544e-103
21356.0,1.0967200237584921e-102,1.0967200237584921e-102
21356.5,1.334859996627535e-102,1.334859996627535e-102
21357.0,1.6245756297768857e-102,1.6245756297768857e-102
21357.5,1.9770079716555846e-102,1.9770079716555846e-102
21358.0,2.4056983887614315e-102,2.4056983887614315e-102
21358.5,2.9271043469055684e-102,2.9271043469055684e-102
21359.0,3.561225729775049e-102,3.561225729775049e-102
21359.5,4.3323653208385894e-102,4.3323653208385894e-102
21360.0,5.270052110852292e-102,5.270052110852292e-102
21360.5,6.410162200072162e-102,6.410162200072162e-102
21361.0,7.796279468745319e-102,7.796279468745319e-102
21361.5,9.481347166501258e-102,9.481347166501258e-102
21362.0,1.1529672453985896e-101,1.1529672453985896e-101
21362.5,1.4019359121913524e-101,1.4019359121913524e-101
21363.0,1.7045259702237485e-101,1.7045259702237485e-101
21363.5,2.0722557565122696e-101,2.0722557565122696e-101
21364.0,2.5191113080293582e-101,2.5191113080293582e-101
21364.5,3.0620736379764476e-101,3.0620736379764476e-101
21365.0,3.721758374125811e-101,3.721758374125811e-101
21365.5,4.523191638941904e-101,4.523191638941904e-101
21366.0,5.4967511124462427e-101,5.4967511124462427e-101
21366.5,6.679307349841738e-101,6.679307349841738e-101
21367.0,8.115607852245498e-101,8.115607852245498e-101
21367.5,9.859955383412067e-101,9.859955383412067e-101
21368.0,1.197824291828131e-100,1.197824291828131e-100
21368.5,1.455042080015194e-100,1.455042080015194e-100
21369.0,1.7673487655720122e-100,1.7673487655720122e-100
21369.5,2.1465115956004804e-100,2.1465115956004804e-100
21370.0,2.606804652387634e-100,2.606804652387634e-100
21370.5,3.1655414631276807e-100,3.1655414631276807e-100
21371.0,3.843720463645818e-100,3.843720463645818e-100
21371.5,4.666807163545972e-100,4.666807163545972e-100
21372.0,5.665681885648848e-100,5.665681885648848e-100
21372.5,6.877788034138517e-100,6.877788034138517e-100
21373.0,8.34852320481604e-100,8.34852320481604e-100
21373.5,1.013292435486132e-99,1.013292435486132e-99
21374.0,1.2297709021976467e-99,1.2297709021976467e-99
21374.5,1.4923747614760575e-99,1.4923747614760575e-99
21375.0,1.8109057560220057e-99,1.8109057560220057e-99
21375.5,2.1972429161642133e-99,2.1972429161642133e-99
21376.0,2.6657816080872636e-99,2.6657816080872636e-99
21376.5,3.2339651247463244e-99,3.2339651247463244e-99
21377.0,3.922928272089494e-99,3.922928272089494e-99
21377.5,4.758276480881123e-99,4.758276480881123e-99
21378.0,5.771028904473612e-99,5.771028904473612e-99
21378.5,6.998759922996354e-99,6.998759922996354e-99
21379.0,8.486980679230498e-99,8.486980679230498e-99
21379.5,1.0290810980121669e-98,1.0290810980121669e-98
21380.0,1.2477002423472027e-98,1.2477002423472027e-98
21380.5,1.512638632985919e-98,1.512638632985919e-98
21381.0,1.833683543165719e-98,1.833683543165719e-98
21381.5,2.2226846845252677e-98,2.2226846845252677e-98
21382.0,2.6939876294420193e-98,2.6939876294420193e-98
21382.5,3.2649580665421654e-98,3.2649580665421654e-98
21383.0,3.956615872708929e-98,3.956615872708929e-98
21383.5,4.794401941187527e-98,4.794401941187527e-98
21384.0,5.809105483861289e-98,5.809105483861289e-98
21384.5,7.037985296835928e-98,7.037985296835928e-98
21385.0,8.526125447719208e-98,8.526125447719208e-98
21385.5,1.0328074258480765e-97,1.0328074258480765e-97
21386.0,1.2509825618796297e-97,1.2509825618796297e-97
21386.5,1.5151213932333884e-97,1.5151213932333884e-97
21387.0,1.8348808808033052e-97,1.8348808808033052e-97
21387.5,2.2219413485260923e-97,2.2219413485260923e-97
21388.0,2.690429255932299e-97,2.690429255932299e-97
21388.5,3.257428061602767e-97,3.257428061602767e-97
21389.0,3.9435954812032737e-97,3.9435954812032737e-97
21389.5,4.773909236219532e-97,4.773909236219532e-97
21390.0,5.778567965512288e-97,5.778567965512288e-97
21390.5,6.994079492786859e-97,6.994079492786859e-97
21391.0,8.46457530360783e-97,8.46457530360783e-97
21391.5,1.02433981202178e-96,1.02433981202178e-96
21392.0,1.2395019153828507e-96,1.2395019153828507e-96
21392.5,1.4997353302867138e-96,1.4997353302867138e-96
21393.0,1.8144554662409621e-96,1.8144554662409621e-96
21393.5,2.195039170927113e-96,2.195039170927113e-96
21394.0,2.655232202493427e-96,2.655232202493427e-96
21394.5,3.211641113249419e-96,3.211641113249419e-96
21395.0,3.884326981896592e-96,3.884326981896592e-96
21395.5,4.697522023222639e-96,4.697522023222639e-96
21396.0,5.680494433712954e-96,5.680494433712954e-96
21396.5,6.868592049891665e-96,6.868592049891665e-96
21397.0,8.304501685319718e-96,8.304501685319718e-96
21397.5,1.0039768591154673e-95,1.0039768591154673e-95
21398.0,1.2136629617754723e-95,1.2136629617754723e-95
21398.5,1.4670224658574595e-95,1.4670224658574595e-95
21399.0,1.7731264214803528e-95,1.7731264214803528e-95
21399.5,2.142924688997617e-95,2.142924688997617e-95
21400.0,2.589633986200157e-95,2.589633986200157e-95
21400.5,3.1292058552167556e-95,3.1292058552167556e-95
21401.0,3.78089096188473e-95,3.78089096188473e-95
21401.5,4.567919501298975e-95,4.567919501298975e-95
21402.0,5.518321530421178e-95,5.518321530421178e-95
21402.5,6.665915921770248e-95,6.665915921770248e-95
21403.0,8.051502499369742e-95,8.051502499369742e-95
21403.5,9.724298981479873e-95,9.724298981479873e-95
21404.0,1.1743672857363527e-94,1.1743672857363527e-94
21404.5,1.4181228559856156e-94,1.4181228559856156e-94
21405.0,1.712332261356128e-94,1.712332261356128e-94
21405.5,2.0674094262958636e-94,2.0674094262958636e-94
21406.0,2.495911692411521e-94,2.495911692411521e-94
21406.5,3.012979726936315e-94,3.012979726936315e-94
21407.0,3.636867458127177e-94,3.636867458127177e-94
21407.5,4.3895804083887835e-94,4.3895804083887835e-94
21408.0,5.297644533758301e-94,5.297644533758301e-94
21408.5,6.393032174513812e-94,6.393032174513812e-94
21409.0,7.714277129478893e-94,7.714277129478893e-94
21409.5,9.30781737040079e-94,9.30781737040079e-94
21410.0,1.1229611734040409e-93,1.1229611734040409e-93
21410.5,1.3547086334435332e-93,1.3547086334435332e-93
21411.0,1.634147774581669e-93,1.634147774581669e-93
21411.5,1.971065360192339e-93,1.971065360192339e-93
21412.0,2.3772507601183556e-93,2.3772507601183556e-93
21412.5,2.866904555343933e-93,2.866904555343933e-93
21413.0,3.4571302717905848e-93,3.4571302717905848e-93
21413.5,4.168526106281856e-93,4.168526106281856e-93
21414.0,5.025896918417739e-93,5.025896918417739e-93
21414.5,6.0591108605891655e-93,6.0591108605891655e-93
21415.0,7.304129942950762e-93,7.304129942950762e-93
21415.5,8.804249746853157e-93,8.804249746853157e-93
21416.0,1.0611590608295465e-92,1.0611590608295465e-92
21416.5,1.278889113155818e-92,1.278889113155818e-92
21417.0,1.5411665149387e-92,1.5411665149387e-92
21417.5,1.8570795564353712e-92,1.8570795564353712e-92
21418.0,2.237565329971053e-92,2.237565329971053e-92
21418.5,2.695784735312003e-92,2.695784735312003e-92
21419.0,3.247573327806767e-92,3.247573327806767e-92
21419.5,3.911983302946434e-92,3.911983302946434e-92
21420.0,4.7119349858058234e-92,4.7119349858058234e-92
21420.5,5.674999884990012e-92,5.674999884990012e-92
21421.0,6.834341801404357e-92,6.834341801404357e-92
21421.5,8.229847800094824e-92,8.229847800094824e-92
21422.0,9.90948723572343e-92,9.90948723572343e-92
21422.5,1.1930944681327878e-91,1.1930944681327878e-91
21423.0,1.436358180050997e-91,1.436358180050997e-91
21423.5,1.7290794230403477e-91,1.7290794230403477e-91
21424.0,2.08128427725898e-91,2.08128427725898e-91
21424.5,2.5050254060264674e-91,2.5050254060264674e-91
21425.0,3.014790490805043e-91,3.014790490805043e-91
21425.5,3.6279927386020245e-91,3.6279927386020245e-91
21426.0,4.3655599046696257e-91,4.3655599046696257e-91
21426.5,5.252641557766782e-91,5.252641557766782e-91
21427.0,6.319458253703123e-91,6.319458253703123e-91
21427.5,7.602321005247548e-91,7.602321005247548e-91
21428.0,9.144855098326622e-91,9.144855098326622e-91
21428.5,1.0999469092082104e-90,1.0999469092082104e-90
21429.0,1.3229117976969808e-90,1.3229117976969808e-90
21429.5,1.5909419217950013e-90,1.5909419217950013e-90
21430.0,1.9131192099017115e-90,1.9131192099017115e-90
21430.5,2.3003504794065317e-90,2.3003504794065317e-90
21431.0,2.7657330376340173e-90,2.7657330376340173e-90
21431.5,3.3249933093777154e-90,3.3249933093777154e-90
21432.0,3.997013033814842e-90,3.997013033814842e-90
21432.5,4.804460460930615e-90,4.804460460930615e-90
21433.0,5.774547436425648e-90,5.774547436425648e-90
21433.5,6.939937407198787e-90,6.939937407198787e-90
21434.0,8.339834341861087e-90,8.339834341861087e-90
21434.5,1.0021288503815357e-89,1.0021288503815357e-89
21435.0,1.2040762131481833e-89,1.2040762131481833e-89
21435.5,1.4466006602421741e-89,1.4466006602421741e-89
21436.0,1.7378312861982098e-89,1.7378312861982098e-89
21436.5,2.0875209113477435e-89,2.0875209113477435e-89
21437.0,2.507369439154784e-89,2.507369439154784e-89
21437.5,3.0114114146438306e-89,3.0114114146438306e-89
21438.0,3.616480492054241e-89,3.616480492054241e-89
21438.5,4.342766027641473e-89,4.342766027641473e-89
21439.0,5.214480014686596e-89,5.214480014686596e-89
21439.5,6.260656169025184e-89,6.260656169025184e-89
21440.0,7.516107270438473e-89,7.516107270438473e-89
21440.5,9.022572006330813e-89,9.022572006330813e-89
21441.0,1.0830088714542947e-88,1.0830088714542947e-88
21441.5,1.2998640779434755e-88,1.2998640779434755e-88
21442.0,1.5600127235628256e-88,1.5600127235628256e-88
21442.5,1.872072265912113e-88,1.872072265912113e-88
21443.0,2.246370301298065e-88,2.246370301298065e-88
21443.5,2.695282916727348e-88,2.695282916727348e-88
21444.0,3.2336397811449914e-88,3.2336397811449914e-88
21444.5,3.879209099692613e-88,3.879209099692613e-88
21445.0,4.653278127471002e-88,4.653278127471002e-88
21445.5,5.58134801476466e-88,5.58134801476466e-88
21446.0,6.69396543187571e-88,6.69396543187571e-88
21446.5,8.027717815568836e-88,8.027717815568836e-88
21447.0,9.626424330333492e-88,9.626424330333492e-88
21447.5,1.1542560912953488e-87,1.1542560912953488e-87
21448.0,1.3838965267367376e-87,1.3838965267367376e-87
21448.5,1.6590876636131617e-87,1.6590876636131617e-87
21449.0,1.9888375878715974e-87,1.9888375878715974e-87
21449.5,2.383930417395739e-87,2.383930417395739e-87
21450.0,2.8572753938451337e-87,2.8572753938451337e-87
21450.5,3.424324379673967e-87,3.424324379673967e-87
21451.0,4.1035711228451165e-87,4.1035711228451165e-87
21451.5,4.917148253867076e-87,4.917148253867076e-87
21452.0,5.891541087018079e-87,5.891541087018079e-87
21452.5,7.05844100771366e-87,7.05844100771366e-87
21453.0,8.455765657520663e-87,8.455765657520663e-87
21453.5,1.0128878416392414e-86,1.0128878416392414e-86
21454.0,1.2132045994154778e-86,1.2132045994154778e-86
21454.5,1.4530180477941734e-86,1.4530180477941734e-86
21455.0,1.7400921175007863e-86,1.7400921175007863e-86
21455.5,2.0837122322439427e-86,2.0837122322439427e-86
21456.0,2.494982554204786e-86,2.494982554204786e-86
21456.5,2.9871811199974924e-86,2.9871811199974924e-86
21457.0,3.576184106280702e-86,3.576184106280702e-86
21457.5,4.2809726393418506e-86,4.2809726393418506e-86
21458.0,5.124238157729369e-86,5.124238157729369e-86
21458.5,6.133105432074786e-86,6.133105432074786e-86
21459.0,7.339996037773339e-86,7.339996037773339e-86
21459.5,8.783659478761801e-86,8.783659478761801e-86
21460.0,1.0510404410758447e-85,1.0510404410758447e-85
21460.5,1.2575568672656427e-85,1.2575568672656427e-85
21461.0,1.5045274299026102e-85,1.5045274299026102e-85
21461.5,1.7998522585698738e-85,1.7998522585698738e-85
21462.0,2.152969488901138e-85,2.152969488901138e-85
21462.5,2.5751537484922385e-85,2.5751537484922385e-85
21463.0,3.079872388668172e-85,3.079872388668172e-85
21463.5,3.683210598329717e-85,3.683210598329717e-85
21464.0,4.4043786768483e-85,4.4043786768483e-85
21464.5,5.266317293907504e-85,5.266317293907504e-85
21465.0,6.296419603664947e-85,6.296419603664947e-85
21465.5,7.527392701863896e-85,7.527392701863896e-85
21466.0,8.998285228580489e-85,8.998285228580489e-85
21466.5,1.0755713058242496e-84,1.0755713058242496e-84
21467.0,1.2855321139615508e-84,1.2855321139615508e-84
21467.5,1.5363526838722782e-84,1.5363526838722782e-84
21468.0,1.835959881970362e-84,1.835959881970362e-84
21468.5,2.1938135837324664e-84,2.1938135837324664e-84
21469.0,2.6212022125233437e-84,2.6212022125233437e-84
21469.5,3.1315950720959897e-84,3.1315950720959897e-84
21470.0,3.741062351784662e-84,3.741062351784662e-84
21470.5,4.468775760583266e-84,4.468775760583266e-84
21471.0,5.337605218780508e-84,5.337605218780508e-84
21471.5,6.374829978596358e-84,6.374829978596358e-84
21472.0,7.612986047492686e-84,7.612986047492686e-84
21472.5,9.090875955517147e-84,9.090875955517147e-84
21473.0,1.0854771867216039e-83,1.0854771867216039e-83
21473.5,1.2959848939135084e-83,1.2959848939135084e-83
21474.0,1.5471892843786148e-83,1.5471892843786148e-83
21474.5,1.8469333731877105e-83,1.8469333731877105e-83
21475.0,2.2045668838079632e-83,2.2045668838079632e-83
21475.5,2.631234775061889e-83,2.631234775061889e-83
21476.0,3.1402208416685574e-83,3.1402208416685574e-83
21476.5,3.7473568666075506e-83,3.7473568666075506e-83
21477.0,4.471509790606227e-83,4.471509790606227e-83
21477.5,5.335161726678425e-83,5.335161726678425e-83
21478.0,6.36510045659932e-83,6.36510045659932e-83
21478.5,7.593241385518545e-83,7.593241385518545e-83
21479.0,9.05760590039737e-83,9.05760590039737e-83
21479.5,1.0803485796120461e-82,1.0803485796120461e-82
21480.0,1.288482904072678e-82,1.288482904072678e-82
21480.5,1.536588881533317e-82,1.536588881533317e-82
21481.0,1.832318568337052e-82,1.832318568337052e-82
21481.5,2.184784215325355e-82,2.184784215325355e-82
21482.0,2.6048360078143248e-82,2.6048360078143248e-82
21482.5,3.105392461786321e-82,3.105392461786321e-82
21483.0,3.701833426516329e-82,3.701833426516329e-82
21483.5,4.412467517877347e-82,4.412467517877347e-82
21484.0,5.259088032370551e-82,5.259088032370551e-82
21484.5,6.267634035309335e-82,6.267634035309335e-82
21485.0,7.468976455642378e-82,7.468976455642378e-82
21485.5,8.899852747239926e-82,8.899852747239926e-82
21486.0,1.0603978101993159e-81,1.0603978101993159e-81
21486.5,1.2633366454103117e-81,1.2633366454103117e-81
21487.0,1.5049900752060096e-81,1.5049900752060096e-81
21487.5,1.792719937834422e-81,1.792719937834422e-81
21488.0,2.1352834384240853e-81,2.1352834384240853e-81
21488.5,2.5430967636079577e-81,2.5430967636079577e-81
21489.0,3.028548334536476e-81,3.028548334536476e-81
21489.5,3.606371014094629e-81,3.606371014094629e-81
21490.0,4.2940843266137795e-81,4.2940843266137795e-81
21490.5,5.112519815664373e-81,5.112519815664373e-81
21491.0,6.086445117976249e-81,6.086445117976249e-81
21491.5,7.245305240671633e-81,7.245305240671633e-81
21492.0,8.62410297956864e-81,8.62410297956864e-81
21492.5,1.0264444508734918e-80,1.0264444508734918e-80
21493.0,1.2215781024733276e-80,1.2215781024733276e-80
21493.5,1.4536883084066677e-80,1.4536883084066677e-80
21494.0,1.7297591096192856e-80,1.7297591096192856e-80
21494.5,2.058089352495248e-80,2.058089352495248e-80
21495.0,2.448539394262041e-80,2.448539394262041e-80
21495.5,2.912823945055317e-80,2.912823945055317e-80
21496.0,3.464859645714317e-80,3.464859645714317e-80
21496.5,4.121177577663578e-80,4.121177577663578e-80
21497.0,4.9014127942029796e-80,4.9014127942029796e-80
21497.5,5.828885205724644e-80,5.828885205724644e-80
21498.0,6.931288809370788e-80,6.931288809370788e-80
21498.5,8.241509402892525e-80,8.241509402892525e-80
21499.0,9.798594653420097e-80,9.798594653420097e-80
21499.5,1.1648904811616334e-79,1.1648904811616334e-79
21500.0,1.384747759695813e-79,1.384747759695813e-79
21500.5,1.6459646980647635e-79,1.6459646980647635e-79
21501.0,1.956296293630897e-79,1.956296293630897e-79
21501.5,2.3249467925140366e-79,2.3249467925140366e-79
21502.0,2.7628396179855856e-79,2.7628396179855856e-79
21502.5,3.2829374044417844e-79,3.2829374044417844e-79
21503.0,3.900621406166466e-79,3.900621406166466e-79
21503.5,4.634141258950505e-79,4.634141258950505e-79
21504.0,5.50514809544211e-79,5.50514809544211e-79
21504.5,6.539326409338093e-79,6.539326409338093e-79
21505.0,7.767142897150275e-79,7.767142897150275e-79
21505.5,9.224733859655787e-79,9.224733859655787e-79
21506.0,1.0954956713253878e-78,1.0954956713253878e-78
21506.5,1.3008635856612472e-78,1.3008635856612472e-78
21507.0,1.5446038692933679e-78,1.5446038692933679e-78
21507.5,1.8338624179791632e-78,1.8338624179791632e-78
21508.0,2.1771114052222287e-78,2.1771114052222287e-78
21508.5,2.5843946059676525e-78,2.5843946059676525e-78
21509.0,3.067617943252538e-78,3.067617943252538e-78
21509.5,3.640893565491504e-78,3.640893565491504e-78
21510.0,4.320947282935091e-78,4.320947282935091e-78
21510.5,5.127600990138644e-78,5.127600990138644e-78
21511.0,6.084343827455086e-78,6.084343827455086e-78
21511.5,7.2190083481798535e-78,7.2190083481798535e-78
21512.0,8.564570929394942e-78,8.564570929394942e-78
21512.5,1.016009917683976e-77,1.016009917683976e-77
21513.0,1.205187322540972e-77,1.205187322540972e-77
21513.5,1.42947127429602e-77,1.42947127429602e-77
21514.0,1.6953547242747976e-77,1.6953547242747976e-77
21514.5,2.010527416050046e-77,2.010527416050046e-77
21515.0,2.384095724637807e-77,2.384095724637807e-77
21515.5,2.8268427384866753e-77,2.8268427384866753e-77
21516.0,3.351535925246343e-77,3.351535925246343e-77
21516.5,3.973291056713663e-77,3.973291056713663e-77
21517.0,4.710002644470519e-77,4.710002644470519e-77
21517.5,5.582852999169092e-77,5.582852999169092e-77
21518.0,6.616914224655851e-77,6.616914224655851e-77
21518.5,7.841860053869554e-77,7.841860053869554e-77
21519.0,9.29280749833283e-77,9.29280749833283e-77
21519.5,1.1011311901555535e-76,1.1011311901555535e-76
21520.0,1.3046543258429939e-76,1.3046543258429939e-76
21520.5,1.54566767052301e-76,1.54566767052301e-76
21521.0,1.8310536036702743e-76,1.8310536036702743e-76
21521.5,2.1689536131352462e-76,2.1689536131352462e-76
21522.0,2.5689978456013406e-76,2.5689978456013406e-76
21522.5,3.042576360330395e-76,3.042576360330395e-76
21523.0,3.603159635828194e-76,3.603159635828194e-76
21523.5,4.2666772409160906e-76,4.2666772409160906e-76
21524.0,5.05196518832553e-76,5.05196518832553e-76
21524.5,5.981294384176974e-76,5.981294384176974e-76
21525.0,7.080994822215799e-76,7.080994822215799e-76
21525.5,8.382192808337595e-76,8.382192808337595e-76
21526.0,9.921681610440493e-76,9.921681610440493e-76
21526.5,1.174294959551241e-75,1.174294959551241e-75
21527.0,1.3897394239609198e-75,1.3897394239609198e-75
21527.5,1.6445755494268896e-75,1.6445755494268896e-75
21528.0,1.945980800301373e-75,1.945980800301373e-75
21528.5,2.3024358746591676e-75,2.3024358746591676e-75
21529.0,2.723960504697223e-75,2.723960504697223e-75
21529.5,3.2223917703439754e-75,3.2223917703439754e-75
21530.0,3.8117125634908243e-75,3.8117125634908243e-75
21530.5,4.508439207348669e-75,4.508439207348669e-75
21531.0,5.332078846338397e-75,5.332078846338397e-75
21531.5,6.305669119970788e-75,6.305669119970788e-75
21532.0,7.456414870348086e-75,7.456414870348086e-75
21532.5,8.816439267247605e-75,8.816439267247605e-75
21533.0,1.0423669837853395e-74,1.0423669837853395e-74
21533.5,1.2322883543188183e-74,1.2322883543188183e-74
21534.0,1.4566939347965622e-74,1.4566939347965622e-74
21534.5,1.7218231799985122e-74,1.7218231799985122e-74
21535.0,2.035040510466484e-74,2.035040510466484e-74
21535.5,2.4050374209086348e-74,2.4050374209086348e-74
21536.0,2.8420707685288113e-74,2.8420707685288113e-74
21536.5,3.358243694473815e-74,3.358243694473815e-74
21537.0,3.967836778399546e-74,3.967836778399546e-74
21537.5,4.687698376013277e-74,4.687698376013277e-74
21538.0,5.537704678172335e-74,5.537704678172335e-74
21538.5,6.541301899815601e-74,6.541301899815601e-74
21539.0,7.726145207192441e-74,7.726145207192441e-74
21539.5,9.124851580711213e-74,9.124851580711213e-74
21540.0,1.077588685668736e-73,1.077588685668736e-73
21540.5,1.2724610774709238e-73,1.2724610774709238e-73
21541.0,1.5024508072763766e-73,1.5024508072763766e-73
21541.5,1.7738638630693595e-73,1.7738638630693595e-73
21542.0,2.0941345494500305e-73,2.0941345494500305e-73
21542.5,2.472026647270695e-73,2.472026647270695e-73
21543.0,2.9178703061606687e-73,2.9178703061606687e-73
21543.5,3.443840994029571e-73,3.443840994029571e-73
21544.0,4.064287942738383e-73,4.064287942738383e-73
21544.5,4.7961208401218006e-73,4.7961208401218006e-73
21545.0,5.6592650596986704e-73,5.6592650596986704e-73
21545.5,6.677197530986421e-73,6.677197530986421e-73
